fingerprint,alpha_type,regular_expression,selection_expression,combo_expression,settings_json,simulate_data_json,sim_id,status,timestamp,alpha_id,pnl,sharpe,turnover,fitness,error,error_details
ba63abe08eff306186b367a7d658bf48,REGULAR,"divide(ts_delta(vec_avg(loan_utilization_ratio), 5), add(ts_delay(vec_avg(loan_utilization_ratio), 5), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(ts_delta(vec_avg(loan_utilization_ratio), 5), add(ts_delay(vec_avg(loan_utilization_ratio), 5), 0.0001))"", ""type"": ""REGULAR""}",1Wry39dXP5f18VRD3yHGIZs,COMPLETE,1787117352.8832161,kqj7gWjd,-13681723,-0.55,0.2391,-0.41,,
796241341ffb5be7a0384ce2f7a41228,REGULAR,"divide(ts_delta(vec_avg(loan_utilization_ratio_d1), 5), add(ts_delay(vec_avg(loan_utilization_ratio_d1), 5), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(ts_delta(vec_avg(loan_utilization_ratio_d1), 5), add(ts_delay(vec_avg(loan_utilization_ratio_d1), 5), 0.0001))"", ""type"": ""REGULAR""}",1hHR2NbD95aqcp5X0INWoqz,COMPLETE,1787117353.2723863,88loPElV,-13268283,-0.53,0.2398,-0.39,,
caee7893007fb145ed365907f7c6db96,REGULAR,"divide(ts_delta(vec_avg(loan_utilization_ratio_twn), 5), add(ts_delay(vec_avg(loan_utilization_ratio_twn), 5), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(ts_delta(vec_avg(loan_utilization_ratio_twn), 5), add(ts_delay(vec_avg(loan_utilization_ratio_twn), 5), 0.0001))"", ""type"": ""REGULAR""}",2lrwXZcGu4n993v1hlacxc8K,COMPLETE,1787117353.6521926,wpjmb2Yx,-11622134,-0.44,0.2369,-0.3,,
6208ef8d07c315d6c0d9cad0423586ab,REGULAR,"divide(ts_delta(vec_avg(loan_utilization_ratio_u2_twn), 5), add(ts_delay(vec_avg(loan_utilization_ratio_u2_twn), 5), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(ts_delta(vec_avg(loan_utilization_ratio_u2_twn), 5), add(ts_delay(vec_avg(loan_utilization_ratio_u2_twn), 5), 0.0001))"", ""type"": ""REGULAR""}",2GBpao6rJ4H8bzzbWtqrSx0,COMPLETE,1787117354.0125458,O07Y8Mr7,-11877612,-0.45,0.2363,-0.31,,
6697d14b9d1ef02cd1ee7fcb4d8738c4,REGULAR,"divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility), 0.0001))"", ""type"": ""REGULAR""}",3ZT0mha2F4NAcGHpUkKIJKU,COMPLETE,1787117354.4931893,3qlbVk9N,5093204,0.19,0.2712,0.08,,
5f7db6eb37a6da4244187bf6d55c377a,REGULAR,"divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility_main), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility_main), 0.0001))"", ""type"": ""REGULAR""}",313QmRfpi4xea31HsVQCBzY,COMPLETE,1787117354.8482869,bljkOrbq,-14546661,-0.52,0.3117,-0.35,,
7fa50c47a49f630280551cfbe4ecf671,REGULAR,"divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility_p5_d1), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility_p5_d1), 0.0001))"", ""type"": ""REGULAR""}",WCQnpFr4UN9NMxdaNqyqe,COMPLETE,1787117355.29544,9qXvWdj2,-14574024,-0.52,0.3116,-0.35,,
21eaa67e211d767389c5790355048bc0,REGULAR,"divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility_p5_twn), 0.0001))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""divide(vec_avg(loan_rate_volatility), add(vec_avg(loan_rate_volatility_p5_twn), 0.0001))"", ""type"": ""REGULAR""}",L92HxdFU5cscq7vhoEG6hk,COMPLETE,1787117355.6717572,MP7W3e39,-10262959,-0.36,0.411,-0.18,,
