fingerprint,alpha_type,regular_expression,selection_expression,combo_expression,settings_json,simulate_data_json,sim_id,status,timestamp,alpha_id,pnl,sharpe,turnover,fitness,error,error_details
8179d430e334daa42aa2785cff4eb5d7,REGULAR,"log(power(ts_std_dev(log_variance_global_feature_1, 60), 2))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""log(power(ts_std_dev(log_variance_global_feature_1, 60), 2))"", ""type"": ""REGULAR""}",3r4yLZ1f04P6cxkoSTtBhfk,COMPLETE,1787109378.7875094,N17w5Zwo,1626862,0.21,0.0358,0.07,,
2edbf2cf9524275e1fb0c5ef231bd660,REGULAR,"log(power(ts_std_dev(log_variance_global_feature_10, 60), 2))",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""log(power(ts_std_dev(log_variance_global_feature_10, 60), 2))"", ""type"": ""REGULAR""}",cedFK7t55g79bPJ9lLXCJ2,COMPLETE,1787109379.286172,O07Y53YR,1928307,0.25,0.0361,0.1,,
05c858bd1d482529e00ccef4487df4b7,REGULAR,"ts_delta(change_1m_active_return, 252)",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""ts_delta(change_1m_active_return, 252)"", ""type"": ""REGULAR""}",lmL5t5pu5409IByrihTd0R,COMPLETE,1787109379.638908,RR73kg3g,-7045691,-0.33,0.164,-0.21,,
9147231e0c1a8511e961a50779fe13a4,REGULAR,"ts_delta(change_1y_eps_growth, 252)",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""ts_delta(change_1y_eps_growth, 252)"", ""type"": ""REGULAR""}",Z2toSaby4qO9f3fQkfIGdp,COMPLETE,1787109380.0240624,6Xl8YkVP,-2313991,-0.39,0.0737,-0.17,,
43cec94d09a9c93bd734def4335a4ede,REGULAR,"ts_delta(change_1y_cashflow_to_price, 252)",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""ts_delta(change_1y_cashflow_to_price, 252)"", ""type"": ""REGULAR""}",2MI4IaTm4ZfatQZwEG8EhN,COMPLETE,1787109380.3941262,lejqRmOl,-1833837,-0.31,0.0686,-0.12,,
54deee7c6cf7d739c50df432bd1e67cd,REGULAR,"ts_delta(change_book_to_market_ratio_2, 252)",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""ts_delta(change_book_to_market_ratio_2, 252)"", ""type"": ""REGULAR""}",2rCefDgJ44Zpbz0GrCkmsOT,COMPLETE,1787109380.8863823,2rl0nYz5,-7481641,-0.25,0.0736,-0.19,,
e2a0f6cb96c1cec6daf223e03a2fe7c6,REGULAR,"ts_delta(change_dividend_yield_2, 252)",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""ts_delta(change_dividend_yield_2, 252)"", ""type"": ""REGULAR""}",1nRTOv6n859WcK51b16cK6aX,COMPLETE,1787109383.433456,E5l7rdWP,-4928454,-0.16,0.0741,-0.1,,
330d5ad5e7d8a74220ce9a344d17cbdf,REGULAR,"ts_delta(change_return_on_equity_2, 252)",,,"{""decay"": 0, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""testPeriod"": ""P0D"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""ts_delta(change_return_on_equity_2, 252)"", ""type"": ""REGULAR""}",1QtTvccEL4vy9KA1ack3snM9,COMPLETE,1787109388.6814923,6Xl8YkvP,-11803086,-1.28,0.0709,-1.22,,
