fingerprint,alpha_type,regular_expression,selection_expression,combo_expression,settings_json,simulate_data_json,sim_id,status,timestamp,alpha_id,pnl,sharpe,turnover,fitness,error,error_details
30a58584df1d190f4359bfc875f8411e,REGULAR,"add(rank(ts_zscore(add(normalized_trend_indicator_0, normalized_volume_indicator_0), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(normalized_trend_indicator_0, normalized_volume_indicator_0), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.4058678,,,,,,Parent status: None,
e2225349273d669b9eee244956e9acad,REGULAR,"add(rank(ts_zscore(add(normalized_trend_indicator_1, normalized_volume_indicator_1), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(normalized_trend_indicator_1, normalized_volume_indicator_1), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.409465,,,,,,Parent status: None,
a374847644010c8bd19be1a5f35653ca,REGULAR,"add(rank(ts_zscore(add(normalized_trend_indicator_2, normalized_volume_indicator_2), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(normalized_trend_indicator_2, normalized_volume_indicator_2), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.4107394,,,,,,Parent status: None,
f1ab965ca40a524c00a54bc77020c9a3,REGULAR,"add(rank(ts_zscore(add(normalized_trend_indicator_3, normalized_volume_indicator_3), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(normalized_trend_indicator_3, normalized_volume_indicator_3), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.4118104,,,,,,Parent status: None,
eb078c30fb1e856b31282e29dcb3fa90,REGULAR,"add(rank(ts_zscore(add(normalized_trend_indicator_4, normalized_volume_indicator_4), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(normalized_trend_indicator_4, normalized_volume_indicator_4), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.41296,,,,,,Parent status: None,
c03b7623813ae886a0a26e89cd0e532c,REGULAR,"add(rank(ts_zscore(add(normalized_trend_indicator_5, normalized_volume_indicator_5), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(normalized_trend_indicator_5, normalized_volume_indicator_5), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.4138553,,,,,,Parent status: None,
f820285f8889071a21d21bdc2276c8a5,REGULAR,"add(rank(ts_zscore(add(normalized_trend_indicator_6, normalized_volume_indicator_6), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(normalized_trend_indicator_6, normalized_volume_indicator_6), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.4147513,,,,,,Parent status: None,
3d4e24a9711405ce7dde10486ca590a9,REGULAR,"add(rank(ts_zscore(add(add(normalized_trend_indicator_0, normalized_trend_indicator_1), add(normalized_volume_indicator_0, normalized_volume_indicator_1)), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))",,,"{""decay"": 6, ""delay"": 1, ""instrumentType"": ""EQUITY"", ""language"": ""FASTEXPR"", ""maxTrade"": ""ON"", ""nanHandling"": ""ON"", ""neutralization"": ""SECTOR"", ""pasteurization"": ""ON"", ""region"": ""KOR"", ""truncation"": 0.08, ""unitHandling"": ""VERIFY"", ""universe"": ""TOP600"", ""visualization"": false}","{""regular"": ""add(rank(ts_zscore(add(add(normalized_trend_indicator_0, normalized_trend_indicator_1), add(normalized_volume_indicator_0, normalized_volume_indicator_1)), 60)), multiply(-rank(ts_zscore(returns, 42)), 0.35))"", ""type"": ""REGULAR""}",,BATCH_SPAWN_FAILED,1787125556.415583,,,,,,Parent status: None,
